sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text
s00017,user_05,32,女性,女性,情绪和身体舒缓,2026-05-12,15:18,15,周二,工作日,下午,酒店,慢速,静息,64,上升,316,差,7,13,574,大雪,54,室内柔光,40,安静,家用音响,wifi,休息,2026-05-12 15:18,酒店,休息,短视频退出后停留,655,继续播放,,,0.788,False,,放松/减压/深夜EMO,放松,0,0.92,"周二 下午 15:18，地点类型=酒店，运动状态=慢速，心率=静息(64bpm,上升)，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=休息，后续事件=短视频退出后停留"
s00069,user_08,23,男性,学生,学习专注,2026-05-05,10:32,10,周二,工作日,上午,图书馆,静止,静息,69,下降,360,差,17,22,24,多云,593,明亮,38,安静,耳机,wifi,考试周,2026-05-05 10:32,图书馆,考试周,学习App打开,153,调低音量,放松,图书馆,0.383,False,,图书馆/专注/阅读,图书馆,1,0.77,"周二 上午 10:32，地点类型=图书馆，运动状态=静止，心率=静息(69bpm,下降)，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=考试周，后续事件=学习App打开"
s00685,user_04,39,男性,任意,日常音乐推荐,2026-05-15,23:03,23,周五,工作日,深夜,酒店,静止,稍高,80,稳定,251,一般,27,21,25,多云,31,暗光,44,安静,耳机,wifi,,,,,音乐App主动播放,4702,收藏,,,0.861,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周五 深夜 23:03，地点类型=酒店，运动状态=静止，心率=稍高(80bpm,稳定)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=音乐App主动播放"
s00622,user_14,25,女性,女性,情绪和身体舒缓,2026-05-18,20:06,20,周一,工作日,晚上,商场,慢速,稍高,109,稳定,232,好,10,18,360,晴,652,明亮,43,安静,家用音响,wifi,瑜伽课,2026-05-18 20:06,商场,瑜伽课,健身App瑜伽课程,1419,发起导航,,,0.46,True,弱冲突样本，用于鲁棒性评测,瑜伽/冥想,瑜伽,15,0.74,"周一 晚上 20:06，地点类型=商场，运动状态=慢速，心率=稍高(109bpm,稳定)，天气=晴，光线=明亮，噪音=安静，蓝牙=家用音响，网络=wifi，日历=瑜伽课，后续事件=健身App瑜伽课程"
s00121,user_16,21,男性,学生,学习专注,2026-05-10,18:34,18,周日,周末,晚上,地铁站,中速,静息,58,上升,373,一般,31,20,713,多云,674,明亮,56,普通,车载蓝牙,wifi,上班,2026-05-10 18:34,地铁站,上班,地图导航开始,1842,无,,,0.882,False,,通勤,通勤,3,0.92,"周日 晚上 18:34，地点类型=地铁站，运动状态=中速，心率=静息(58bpm,上升)，天气=多云，光线=明亮，噪音=普通，蓝牙=车载蓝牙，网络=wifi，日历=上班，后续事件=地图导航开始"
s00424,user_17,32,女性,女性,情绪和身体舒缓,2026-05-12,09:21,9,周二,工作日,上午,住宅区,静止,稍高,103,波动,256,一般,35,10,61,晴,53,室内柔光,41,安静,耳机,wifi,胎教,2026-05-12 09:21,住宅区,胎教,孕期App打开,2600,无,,,0.675,False,,人群专属,胎教,10,0.92,"周二 上午 09:21，地点类型=住宅区，运动状态=静止，心率=稍高(103bpm,波动)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=胎教，后续事件=孕期App打开"
s00344,user_17,35,女性,养宠物,陪伴和放松,2026-05-10,20:49,20,周日,周末,晚上,写字楼,慢速,稍高,105,波动,378,好,18,19,451,多云,187,室内柔光,42,安静,耳机,wifi,项目截止,2026-05-10 20:49,写字楼,项目截止,音乐App主动播放,657,调低音量,,,0.587,False,,放松/减压/深夜EMO,减压,8,0.92,"周日 晚上 20:49，地点类型=写字楼，运动状态=慢速，心率=稍高(105bpm,波动)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=音乐App主动播放"
s00035,user_20,22,男性,养宠物,陪伴和放松,2026-04-25,14:15,14,周六,周末,下午,酒店,静止,稍高,103,上升,519,一般,21,15,55,多云,10,暗光,59,普通,耳机,wifi,休息,2026-04-25 14:15,酒店,休息,音乐App主动播放,1080,发起导航,,,0.257,False,,放松/减压/深夜EMO,放松,0,0.92,"周六 下午 14:15，地点类型=酒店，运动状态=静止，心率=稍高(103bpm,上升)，天气=多云，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，日历=休息，后续事件=音乐App主动播放"
s00389,user_11,29,女性,母婴用户,家庭睡眠照护,2026-05-13,00:27,0,周三,工作日,凌晨,住宅区,慢速,静息,63,波动,391,差,0,19,252,小雨,211,室内柔光,29,安静,家用音响,wifi,宝宝睡觉,2026-05-13 00:27,住宅区,宝宝睡觉,白噪音App打开,9307,发起导航,,,0.77,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周三 凌晨 00:27，地点类型=住宅区，运动状态=慢速，心率=静息(63bpm,波动)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=宝宝睡觉，后续事件=白噪音App打开"
s00210,user_16,25,男性,母婴用户,家庭睡眠照护,2026-05-22,17:50,17,周五,工作日,下午,住宅区,静止,静息,75,稳定,506,差,25,20,79,阴,963,明亮,37,安静,耳机,wifi,会议,2026-05-22 17:50,住宅区,会议,番茄钟开始,114,无,婴儿安睡,专注,0.912,False,,图书馆/专注/阅读,专注,5,0.82,"周五 下午 17:50，地点类型=住宅区，运动状态=静止，心率=静息(75bpm,稳定)，天气=阴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=会议，后续事件=番茄钟开始"
s00582,user_19,30,女性,母婴用户,家庭睡眠照护,2026-04-28,06:23,6,周二,工作日,早晨,公园,高速,高,141,下降,297,好,66,11,2454,多云,1079,明亮,59,普通,耳机,蜂窝数据,训练,2026-04-28 06:23,公园,训练,运动记录开始,1392,发起导航,,,0.296,False,,健身/跑步,跑步,14,0.92,"周二 早晨 06:23，地点类型=公园，运动状态=高速，心率=高(141bpm,下降)，天气=多云，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=训练，后续事件=运动记录开始"
s00463,user_05,41,女性,养宠物,陪伴和放松,2026-04-21,07:49,7,周二,工作日,早晨,公园,慢速,静息,76,上升,422,差,8,15,415,晴,140,室内柔光,29,安静,家用音响,蜂窝数据,,,,,宠物App打开,2228,继续播放,,,0.542,False,,人群专属,宠物陪伴,11,0.92,"周二 早晨 07:49，地点类型=公园，运动状态=慢速，心率=静息(76bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，后续事件=宠物App打开"
s00164,user_09,32,女性,任意,日常音乐推荐,2026-05-16,14:42,14,周六,周末,下午,住宅区,静止,波动,133,上升,365,一般,11,15,58,多云,52,室内柔光,57,普通,耳机,wifi,,,,,游戏App前台,6007,调低音量,,,0.503,False,,游戏,游戏,4,0.92,"周六 下午 14:42，地点类型=住宅区，运动状态=静止，心率=波动(133bpm,上升)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00657,user_07,35,男性,母婴用户,家庭睡眠照护,2026-05-02,22:15,22,周六,周末,深夜,酒店,静止,静息,70,上升,360,差,11,20,34,小雨,50,暗光,36,安静,耳机,wifi,,,,,冥想App打开,1514,继续播放,,,0.392,False,,瑜伽/冥想,冥想,16,0.92,"周六 深夜 22:15，地点类型=酒店，运动状态=静止，心率=静息(70bpm,上升)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=冥想App打开"
s00556,user_21,45,男性,任意,日常音乐推荐,2026-04-24,12:23,12,周五,工作日,中午,酒店,静止,静息,76,上升,364,一般,28,14,18,多云,37,暗光,54,普通,耳机,蜂窝数据,午休,2026-04-24 12:23,酒店,午休,屏幕熄灭后持续播放,1210,无,,,0.788,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周五 中午 12:23，地点类型=酒店，运动状态=静止，心率=静息(76bpm,上升)，天气=多云，光线=暗光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=午休，后续事件=屏幕熄灭后持续播放"
s00033,user_04,39,女性,任意,日常音乐推荐,2026-04-24,15:54,15,周五,工作日,下午,公园,静止,稍高,99,稳定,277,差,28,10,57,多云,292,室内柔光,64,普通,家用音响,蜂窝数据,无安排,2026-04-24 15:54,公园,无安排,,1168,发起导航,,,0.309,False,,放松/减压/深夜EMO,放松,0,0.92,"周五 下午 15:54，地点类型=公园，运动状态=静止，心率=稍高(99bpm,稳定)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=蜂窝数据，日历=无安排"
s00349,user_08,26,女性,母婴用户,家庭睡眠照护,2026-05-15,20:29,20,周五,工作日,晚上,住宅区,慢速,稍高,90,上升,421,差,20,12,642,雾,18,暗光,32,安静,耳机,wifi,项目截止,2026-05-15 20:29,住宅区,项目截止,健康App呼吸训练,3017,继续播放,,,0.511,True,弱冲突样本，用于鲁棒性评测,放松/减压/深夜EMO,减压,8,0.74,"周五 晚上 20:29，地点类型=住宅区，运动状态=慢速，心率=稍高(90bpm,上升)，天气=雾，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=健康App呼吸训练"
s00466,user_12,35,女性,养宠物,陪伴和放松,2026-04-24,08:16,8,周五,工作日,早晨,公园,静止,静息,59,上升,307,好,32,18,17,晴,842,明亮,67,普通,耳机,wifi,,,,,宠物App打开,168,继续播放,图书馆,宠物陪伴,0.349,False,,人群专属,宠物陪伴,11,0.82,"周五 早晨 08:16，地点类型=公园，运动状态=静止，心率=静息(59bpm,上升)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=宠物App打开"
s00274,user_06,44,女性,任意,日常音乐推荐,2026-05-03,10:20,10,周日,周末,上午,图书馆,静止,静息,62,下降,328,差,33,14,19,阴,286,室内柔光,29,安静,耳机,wifi,读书会,2026-05-03 10:20,图书馆,读书会,浏览器长阅读,1609,发起导航,,,0.739,False,,图书馆/专注/阅读,阅读,6,0.87,"周日 上午 10:20，地点类型=图书馆，运动状态=静止，心率=静息(62bpm,下降)，天气=阴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=读书会，后续事件=浏览器长阅读"
s00512,user_12,26,女性,女性,情绪和身体舒缓,2026-04-25,22:14,22,周六,周末,深夜,酒店,静止,静息,63,波动,406,一般,26,10,21,晴,63,室内柔光,31,安静,耳机,wifi,经期提醒,2026-04-25 22:14,酒店,经期提醒,健康App经期记录,2828,切歌,,,0.385,False,,人群专属,经期舒缓,12,0.92,"周六 深夜 22:14，地点类型=酒店，运动状态=静止，心率=静息(63bpm,波动)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=经期提醒，后续事件=健康App经期记录"
s00240,user_18,30,男性,母婴用户,家庭睡眠照护,2026-05-14,14:01,14,周四,工作日,下午,写字楼,静止,静息,56,下降,306,差,12,11,12,晴,396,明亮,55,普通,耳机,wifi,会议,2026-05-14 14:01,写字楼,会议,番茄钟开始,6128,发起导航,,,0.33,False,,图书馆/专注/阅读,专注,5,0.92,"周四 下午 14:01，地点类型=写字楼，运动状态=静止，心率=静息(56bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=会议，后续事件=番茄钟开始"
s00596,user_16,37,女性,女性,情绪和身体舒缓,2026-05-22,06:08,6,周五,工作日,早晨,公园,高速,高,151,波动,555,好,61,20,1792,多云,846,明亮,73,嘈杂,耳机,wifi,训练,2026-05-22 06:08,公园,训练,运动记录开始,4883,发起导航,,,0.74,False,,健身/跑步,跑步,14,0.92,"周五 早晨 06:08，地点类型=公园，运动状态=高速，心率=高(151bpm,波动)，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=训练，后续事件=运动记录开始"
s00545,user_09,36,男性,母婴用户,家庭睡眠照护,2026-04-21,14:04,14,周二,工作日,下午,住宅区,静止,静息,67,下降,242,一般,26,14,12,小雨,8,暗光,54,普通,耳机,wifi,,,,,闹钟设置,4277,调低音量,,,0.695,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周二 下午 14:04，地点类型=住宅区，运动状态=静止，心率=静息(67bpm,下降)，天气=小雨，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=闹钟设置"
s00548,user_21,24,男性,学生,学习专注,2026-05-07,12:48,12,周四,工作日,中午,酒店,静止,静息,75,上升,362,好,12,13,62,晴,175,室内柔光,42,安静,耳机,wifi,,,,,闹钟设置,3990,切歌,,,0.499,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周四 中午 12:48，地点类型=酒店，运动状态=静止，心率=静息(75bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=闹钟设置"
s00268,user_01,41,男性,任意,日常音乐推荐,2026-05-09,16:37,16,周六,周末,下午,图书馆,静止,静息,55,波动,492,一般,26,18,47,大雪,278,室内柔光,30,安静,家用音响,蜂窝数据,读书会,2026-05-09 16:37,图书馆,读书会,浏览器长阅读,4593,调低音量,,,0.372,False,,图书馆/专注/阅读,阅读,6,0.87,"周六 下午 16:37，地点类型=图书馆，运动状态=静止，心率=静息(55bpm,波动)，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=读书会，后续事件=浏览器长阅读"
s00436,user_24,26,女性,女性,情绪和身体舒缓,2026-05-07,20:06,20,周四,工作日,晚上,住宅区,静止,稍高,90,稳定,362,好,33,12,27,多云,149,室内柔光,43,安静,耳机,wifi,产检,2026-05-07 20:06,住宅区,产检,孕期App打开,3014,继续播放,,,0.719,False,,人群专属,胎教,10,0.92,"周四 晚上 20:06，地点类型=住宅区，运动状态=静止，心率=稍高(90bpm,稳定)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=产检，后续事件=孕期App打开"
s00102,user_19,37,女性,女性,情绪和身体舒缓,2026-05-17,07:27,7,周日,周末,早晨,写字楼,高速,高,156,波动,559,一般,73,18,2573,小雨,541,明亮,61,普通,耳机,wifi,力量训练,2026-05-17 07:27,写字楼,力量训练,健身记录开始,3544,发起导航,,,0.322,False,,健身/跑步,健身,2,0.92,"周日 早晨 07:27，地点类型=写字楼，运动状态=高速，心率=高(156bpm,波动)，天气=小雨，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=力量训练，后续事件=健身记录开始"
s00132,user_08,30,女性,女性,情绪和身体舒缓,2026-04-23,19:41,19,周四,工作日,晚上,机场,慢速,静息,69,波动,540,差,8,17,411,雾,1190,明亮,86,嘈杂,车载蓝牙,wifi,会议,2026-04-23 19:41,机场,会议,打车App打开,5252,收藏,,,0.85,False,,通勤,通勤,3,0.92,"周四 晚上 19:41，地点类型=机场，运动状态=慢速，心率=静息(69bpm,波动)，天气=雾，光线=明亮，噪音=嘈杂，蓝牙=车载蓝牙，网络=wifi，日历=会议，后续事件=打车App打开"
s00553,user_18,28,女性,母婴用户,家庭睡眠照护,2026-05-21,13:49,13,周四,工作日,中午,酒店,静止,静息,70,波动,447,好,7,21,39,多云,203,室内柔光,49,普通,耳机,wifi,午休,2026-05-21 13:49,酒店,午休,屏幕熄灭后持续播放,5370,调低音量,,,0.303,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周四 中午 13:49，地点类型=酒店，运动状态=静止，心率=静息(70bpm,波动)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=午休，后续事件=屏幕熄灭后持续播放"
s00706,user_12,38,男性,养宠物,陪伴和放松,2026-05-06,23:29,23,周三,工作日,深夜,住宅区,静止,稍高,92,波动,540,一般,20,15,32,晴,1,暗光,33,安静,耳机,wifi,,,,,社交App深夜停留,6030,收藏,,,0.807,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周三 深夜 23:29，地点类型=住宅区，运动状态=静止，心率=稍高(92bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=社交App深夜停留"
s00066,user_08,18,女性,学生,学习专注,2026-05-07,17:47,17,周四,工作日,下午,图书馆,静止,静息,63,波动,387,好,2,19,61,晴,689,明亮,41,安静,耳机,wifi,复习,2026-05-07 17:47,图书馆,复习,电子书App打开,5265,继续播放,,,0.672,False,,图书馆/专注/阅读,图书馆,1,0.87,"周四 下午 17:47，地点类型=图书馆，运动状态=静止，心率=静息(63bpm,波动)，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=复习，后续事件=电子书App打开"
s00643,user_06,25,女性,养宠物,陪伴和放松,2026-05-15,22:08,22,周五,工作日,深夜,住宅区,静止,静息,73,上升,367,差,32,12,62,多云,226,室内柔光,40,安静,耳机,蜂窝数据,,,,,冥想App打开,1480,继续播放,,,0.939,False,,瑜伽/冥想,冥想,16,0.92,"周五 深夜 22:08，地点类型=住宅区，运动状态=静止，心率=静息(73bpm,上升)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=冥想App打开"
s00112,user_16,45,女性,任意,日常音乐推荐,2026-04-30,19:45,19,周四,工作日,晚上,写字楼,中速,高,131,下降,289,差,59,22,1237,晴,874,明亮,49,普通,耳机,wifi,健身课,2026-04-30 19:45,写字楼,健身课,健身记录开始,2419,收藏,,,0.784,False,,健身/跑步,健身,2,0.92,"周四 晚上 19:45，地点类型=写字楼，运动状态=中速，心率=高(131bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=健身课，后续事件=健身记录开始"
s00172,user_22,25,男性,养宠物,陪伴和放松,2026-04-30,21:31,21,周四,工作日,晚上,酒店,静止,波动,136,波动,304,好,16,15,2,大雪,50,暗光,61,普通,耳机,wifi,,,,,游戏App前台,1125,切歌,,,0.718,False,,游戏,游戏,4,0.92,"周四 晚上 21:31，地点类型=酒店，运动状态=静止，心率=波动(136bpm,波动)，天气=大雪，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
